客户ID,网龄(月),月费,总费用,是否有电话服务,是否有网络服务,是否有在线安全服务,是否有技术支持,是否有流媒体电视,合同类型,是否无纸化账单,支付方式,是否流失
CU2413,68,100.27659974178634,6818.8087824414715,0,1,0,0,1,月付,1,信用卡,1
CU2414,6,92.99929185942368,557.995751156542,0,0,1,0,0,月付,0,信用卡,1
CU2415,11,113.45579765860451,1248.0137742446495,1,1,0,0,1,年付,1,银行转账,0
CU2416,42,61.57874753329753,2586.307396398496,0,1,1,0,1,年付,0,电子支票,0
CU2417,66,72.99548311008607,4817.70188526568,1,1,0,0,1,年付,1,电子支票,0
CU2418,19,37.634555706148326,715.0565584168182,0,0,1,0,0,年付,1,银行转账,0
CU2419,41,73.22782430814301,3002.3407966338636,1,1,0,1,0,年付,0,邮寄支票,0
CU2420,69,20.614805966852316,1422.4216117128099,0,1,1,0,1,两年付,0,银行转账,0
CU2421,35,31.184820617068713,1091.468721597405,1,1,0,1,0,两年付,1,电子支票,1
CU2422,41,106.92886943171177,4384.083646700183,1,1,0,1,0,月付,0,信用卡,1
CU2423,41,107.30922943267282,4399.678406739586,0,1,0,1,0,年付,0,银行转账,0
CU2424,33,75.99679226774944,2507.8941448357314,0,1,1,1,1,月付,1,邮寄支票,0
CU2425,8,23.22016007019583,185.76128056156665,0,1,1,0,1,月付,0,邮寄支票,0
CU2426,17,75.21290915185858,1278.619455581596,0,0,0,0,1,月付,1,电子支票,0
CU2427,60,94.31732640541388,5659.0395843248325,0,0,0,0,0,年付,1,邮寄支票,0
CU2428,15,64.8263605699201,972.3954085488015,0,0,0,0,0,两年付,0,邮寄支票,0
CU2429,22,79.76246163052113,1754.774155871465,0,1,0,0,0,两年付,1,银行转账,1
CU2430,36,86.31725163655194,3107.42105891587,0,0,0,1,0,两年付,1,银行转账,1
CU2431,9,83.25920648076527,749.3328583268874,0,1,0,1,0,月付,1,邮寄支票,0
CU2432,7,56.84804679830377,397.9363275881264,1,1,0,1,0,月付,1,电子支票,1
CU2433,39,26.404444303939137,1029.7733278536264,1,1,1,1,0,两年付,0,银行转账,0
CU2434,6,51.47838107109136,308.8702864265482,1,0,1,1,0,月付,1,信用卡,1
CU2435,42,57.605558362655366,2419.4334512315254,1,1,1,1,1,两年付,0,银行转账,0
CU2436,46,52.23696892669557,2402.900570627996,0,1,0,1,0,两年付,1,信用卡,0
CU2437,35,81.23582407265052,2843.253842542768,1,0,0,1,0,年付,1,银行转账,1
CU2438,52,91.72421994214325,4769.659436991449,0,0,0,0,0,月付,1,银行转账,1
CU2439,45,92.13500976813143,4146.075439565914,1,0,0,0,1,两年付,0,银行转账,0
CU2440,35,28.05739508605531,982.0088280119357,1,0,0,0,1,年付,1,银行转账,0
CU2441,28,40.3525919435119,1129.872574418333,1,1,0,0,1,年付,1,电子支票,0
CU2442,52,43.25111270704142,2249.057860766154,1,0,1,1,1,年付,0,邮寄支票,1
CU2443,34,38.87341057828523,1321.6959596616978,1,1,1,1,0,年付,1,邮寄支票,0
CU2444,67,22.820254928307996,1528.9570801966358,1,0,0,1,0,年付,1,电子支票,0
CU2445,38,68.39834223492025,2599.1370049269694,1,1,0,1,0,两年付,0,电子支票,0
CU2446,68,94.48906368001785,6425.256330241214,1,0,0,1,0,年付,1,电子支票,0
CU2447,64,39.50139762771678,2528.0894481738737,1,1,1,1,1,两年付,0,电子支票,0
CU2448,31,65.99254035593957,2045.7687510341266,0,1,1,0,1,月付,1,邮寄支票,0
CU2449,56,55.485789921556666,3107.2042356071734,1,0,0,0,0,年付,1,邮寄支票,0
CU2450,35,90.7870386363772,3177.546352273202,1,0,1,1,1,月付,0,信用卡,0
CU2451,36,114.93686127860246,4137.727006029689,0,0,0,1,1,月付,0,电子支票,1
CU2452,49,34.50048202690395,1690.5236193182936,1,0,0,1,0,月付,0,信用卡,0
CU2453,44,58.42954111314965,2570.8998089785846,0,0,0,0,0,月付,1,银行转账,0
CU2454,37,74.35236017151436,2751.0373263460315,1,1,0,1,0,两年付,1,银行转账,0
CU2455,25,48.01736072495149,1200.4340181237872,0,1,1,1,0,两年付,0,电子支票,0
CU2456,40,35.69649855503924,1427.8599422015695,1,0,0,1,0,两年付,0,信用卡,0
CU2457,10,81.52892459895496,815.2892459895496,1,1,0,0,1,月付,1,邮寄支票,1
CU2458,60,58.67843028730474,3520.7058172382845,0,1,0,0,0,年付,0,邮寄支票,0
CU2459,50,72.8603300432215,3643.0165021610746,1,0,0,0,1,两年付,0,银行转账,0
CU2460,42,112.01738297487306,4704.730084944668,1,0,0,1,0,年付,0,信用卡,0
CU2461,66,52.7953089326707,3484.490389556266,0,1,0,0,0,年付,1,信用卡,0
CU2462,37,97.93343817058597,3623.537212311681,0,1,1,1,0,月付,1,电子支票,0
CU2463,12,63.30471265945873,759.6565519135047,1,1,0,1,0,月付,1,信用卡,0
CU2464,59,27.58730622701843,1627.6510673940875,1,1,1,0,0,年付,0,银行转账,0
CU2465,61,23.747391981252367,1448.5909108563944,0,1,1,1,1,年付,0,邮寄支票,0
CU2466,27,35.87415404908812,968.6021593253793,1,1,0,0,0,年付,1,信用卡,0
CU2467,7,109.60571564521878,767.2400095165315,0,0,0,0,0,年付,1,银行转账,1
CU2468,33,112.12296832291878,3700.05795465632,1,0,0,1,1,年付,0,邮寄支票,0
CU2469,23,101.83332387999307,2342.166449239841,1,0,0,1,1,月付,1,信用卡,0
CU2470,64,91.39877738458182,5849.5217526132365,0,1,0,1,0,两年付,1,邮寄支票,0
CU2471,32,20.566258912670303,658.1202852054497,1,0,0,1,1,两年付,0,银行转账,0
CU2472,55,115.3057803767732,6341.817920722526,0,0,0,0,0,两年付,0,银行转账,0
CU2473,42,96.95958166176989,4072.3024297943352,0,0,1,0,1,年付,0,信用卡,0
CU2474,41,83.51036779093923,3423.9250794285085,1,1,0,0,1,月付,1,电子支票,0
CU2475,4,52.88275325131016,211.53101300524065,1,0,0,1,1,月付,1,信用卡,1
CU2476,21,111.14615636885624,2334.069283745981,1,0,1,1,0,两年付,1,银行转账,1
CU2477,9,43.66867921944352,393.01811297499165,1,0,1,0,1,两年付,0,邮寄支票,0
CU2478,51,71.00131971139682,3621.0673052812376,0,1,0,1,0,月付,0,电子支票,0
CU2479,19,103.0340396716849,1957.646753762013,0,1,1,1,0,年付,1,信用卡,0
CU2480,40,104.56298930081357,4182.519572032543,0,1,0,0,0,年付,1,信用卡,0
CU2481,58,100.01125116814545,5800.652567752436,0,1,1,1,1,年付,0,信用卡,0
CU2482,29,90.61969206618322,2627.9710699193133,1,1,1,1,1,年付,0,银行转账,0
CU2483,3,102.64404765213463,307.9321429564039,1,1,0,1,0,月付,0,邮寄支票,0
CU2484,15,48.47873063024065,727.1809594536097,0,0,0,0,1,两年付,1,信用卡,0
CU2485,40,40.87737102349283,1635.094840939713,1,0,0,1,0,月付,0,邮寄支票,0
CU2486,2,67.54141079409644,135.08282158819287,1,1,0,1,0,月付,1,银行转账,0
CU2487,71,25.893047121160357,1838.4063456023853,1,1,1,0,1,年付,0,银行转账,0
CU2488,47,74.46929544307613,3500.0568858245783,0,1,1,0,1,两年付,0,信用卡,0
CU2489,23,104.05272959990107,2393.2127807977245,0,0,0,1,0,月付,0,信用卡,0
CU2490,7,119.52509441967848,836.6756609377494,0,0,0,0,1,年付,0,信用卡,0
CU2491,51,87.05198705088907,4439.6513395953425,1,0,0,0,0,月付,0,邮寄支票,1
CU2492,26,23.517131306335386,611.44541396472,0,1,0,1,1,两年付,1,信用卡,0
CU2493,71,66.20589170693326,4700.618311192261,1,1,0,0,1,年付,0,银行转账,1
CU2494,8,79.04876681458573,632.3901345166859,1,1,0,0,1,月付,1,电子支票,1
CU2495,68,84.19143378186654,5725.017497166925,0,1,0,1,1,年付,1,邮寄支票,0
CU2496,3,26.195044181102958,78.58513254330887,0,0,1,1,1,年付,1,邮寄支票,0
CU2497,56,102.50107039305686,5740.059942011185,1,0,1,1,1,月付,0,邮寄支票,0
CU2498,17,72.42064166889637,1231.1509083712383,1,1,0,0,0,年付,1,电子支票,0
CU2499,18,112.0622280352159,2017.120104633886,0,0,1,0,1,两年付,1,银行转账,0
CU2500,27,114.95109589463341,3103.679589155102,1,0,1,0,1,年付,0,邮寄支票,0
CU2501,6,66.50397888284954,399.0238732970972,1,0,1,0,0,月付,1,银行转账,0
CU2502,57,29.098680087951838,1658.6247650132548,1,1,0,1,0,年付,0,银行转账,0
CU2503,13,104.04797389871975,1352.6236606833568,1,1,1,0,1,两年付,0,信用卡,0
CU2504,58,118.8256747603136,6891.889136098189,1,1,0,0,0,月付,0,邮寄支票,0
CU2505,27,71.98482176795531,1943.5901877347933,0,1,1,0,1,两年付,0,电子支票,0
CU2506,41,43.228121587810676,1772.3529851002377,0,0,1,0,1,年付,0,银行转账,0
CU2507,17,77.00067665728321,1309.0115031738146,1,0,1,1,0,年付,0,银行转账,0
CU2508,22,74.13355791025569,1630.938274025625,1,0,1,0,1,两年付,1,电子支票,0
CU2509,40,66.33003281768808,2653.2013127075234,1,1,0,1,1,年付,0,邮寄支票,0
CU2510,36,36.72491202969624,1322.0968330690648,1,1,0,0,1,月付,1,信用卡,1
CU2511,51,53.66187726856506,2736.755740696818,0,1,0,0,0,两年付,0,邮寄支票,0
CU2512,5,89.43567185936438,447.1783592968219,1,1,0,1,0,两年付,1,信用卡,1
CU2513,36,116.41365464266255,4190.891567135852,1,1,1,0,0,两年付,1,电子支票,0
CU2514,64,114.96999938034168,7358.079960341867,0,0,1,0,0,月付,0,银行转账,1
CU2515,30,106.32479448924583,3189.743834677375,0,0,0,0,1,月付,0,邮寄支票,1
CU2516,63,33.14471749572274,2088.1172022305323,1,1,1,1,0,月付,1,信用卡,1
CU2517,33,43.62808095169673,1439.7266714059922,0,1,0,1,0,两年付,1,电子支票,0
CU2518,40,110.74718756498417,4429.887502599367,1,0,0,0,1,年付,1,信用卡,0
CU2519,25,80.27511713561044,2006.877928390261,1,0,1,1,0,年付,1,信用卡,1
CU2520,31,92.23816167627315,2859.3830119644676,1,1,1,0,0,两年付,1,银行转账,0
CU2521,16,107.20896173061554,1715.3433876898487,1,1,1,1,1,两年付,0,银行转账,0
CU2522,11,56.19884609964884,618.1873070961373,1,0,0,0,1,年付,1,银行转账,0
CU2523,13,45.1588730128923,587.0653491676,1,0,0,0,0,两年付,0,电子支票,0
CU2524,58,53.88732896286856,3125.4650798463763,0,1,1,1,1,月付,0,银行转账,1
CU2525,43,56.19252342934266,2416.278507461734,1,1,1,1,0,两年付,1,银行转账,0
CU2526,5,31.102012545344852,155.51006272672427,0,0,1,1,1,年付,0,银行转账,0
CU2527,46,87.60304813334521,4029.74021413388,0,0,1,1,0,两年付,1,信用卡,0
CU2528,13,59.162495304703256,769.1124389611423,0,0,0,0,1,年付,1,银行转账,0
CU2529,55,77.3173054981085,4252.451802395967,0,1,0,1,0,月付,0,银行转账,0
CU2530,5,90.32611721220074,451.6305860610037,1,1,0,0,0,两年付,1,银行转账,1
CU2531,62,45.511577084428765,2821.7177792345833,1,0,0,1,1,两年付,1,电子支票,0
CU2532,62,26.125734609730813,1619.7955458033105,0,1,0,0,1,月付,1,信用卡,1
CU2533,64,110.45634076634143,7069.205809045851,1,1,0,0,0,两年付,0,邮寄支票,0
CU2534,54,32.868226005351104,1774.8842042889596,0,0,0,1,0,年付,1,电子支票,1
CU2535,32,52.80950028797803,1689.904009215297,1,1,1,1,0,年付,0,信用卡,0
CU2536,44,71.90811764255693,3163.957176272505,1,1,1,0,0,年付,1,邮寄支票,1
CU2537,2,45.13661654404966,90.27323308809932,0,1,1,0,1,两年付,0,邮寄支票,0
CU2538,57,95.08471249481407,5419.828612204402,0,0,0,1,0,月付,1,邮寄支票,0
CU2539,67,108.0446575263891,7238.99205426807,1,0,1,0,0,两年付,0,电子支票,0
CU2540,4,117.77841064211755,471.1136425684702,0,1,1,0,0,月付,0,邮寄支票,0
CU2541,48,96.26320991173515,4620.634075763287,0,0,1,1,1,年付,0,银行转账,1
CU2542,59,52.807670522150744,3115.6525608068937,1,0,1,1,0,年付,0,银行转账,0
CU2543,42,64.5353992294969,2710.48676763887,0,1,0,0,0,月付,1,信用卡,0
CU2544,7,83.44422500528704,584.1095750370092,0,1,1,1,1,两年付,0,银行转账,0
CU2545,44,58.116542506136334,2557.1278702699988,1,0,0,0,0,年付,0,电子支票,0
CU2546,44,30.792604073106006,1354.8745792166642,1,0,1,0,0,月付,1,电子支票,1
CU2547,29,37.17378961639944,1078.0398988755837,1,1,1,1,0,月付,0,信用卡,0
CU2548,21,41.74839427213516,876.7162797148383,1,1,0,1,0,两年付,0,信用卡,0
CU2549,28,73.26434945892098,2051.4017848497874,1,0,1,1,1,年付,0,电子支票,0
CU2550,1,84.4078163078374,84.4078163078374,0,1,0,0,0,月付,0,信用卡,1
CU2551,65,86.5647652366783,5626.709740384089,0,0,1,1,1,两年付,0,电子支票,0
CU2552,61,106.72490981524409,6510.21949872989,1,1,1,0,0,年付,0,银行转账,1
CU2553,59,83.45974246418494,4924.124805386911,0,1,1,0,1,年付,0,银行转账,0
CU2554,19,78.23337883640808,1486.4341978917535,1,0,1,0,1,月付,1,电子支票,0
CU2555,45,28.901922072931,1300.586493281895,0,0,0,1,0,月付,0,信用卡,0
CU2556,46,61.860006986267884,2845.5603213683225,1,1,1,0,1,两年付,1,银行转账,0
CU2557,37,113.34727406693564,4193.849140476618,1,0,0,1,0,两年付,0,邮寄支票,0
CU2558,57,32.791736158795544,1869.128961051346,1,0,1,0,1,月付,0,信用卡,0
CU2559,69,91.68816793056926,6326.483587209279,1,1,1,0,0,年付,1,电子支票,0
CU2560,33,70.67420719481316,2332.2488374288346,1,0,1,0,1,年付,0,邮寄支票,0
CU2561,37,93.38054099383,3455.08001677171,0,1,1,1,1,两年付,0,电子支票,0
CU2562,64,34.48739629625547,2207.19336296035,0,1,0,0,1,月付,1,银行转账,1
CU2563,40,119.28806301595007,4771.522520638003,0,1,1,1,1,年付,1,邮寄支票,0
CU2564,61,57.04702553619107,3479.8685577076553,0,1,0,1,1,两年付,1,电子支票,0
CU2565,59,57.546077432697075,3395.2185685291274,1,0,1,0,0,两年付,0,电子支票,0
CU2566,3,68.5912305056842,205.77369151705258,1,0,1,1,1,年付,1,信用卡,0
CU2567,39,70.16092388631625,2736.276031566334,0,0,0,0,0,两年付,1,电子支票,0
CU2568,19,94.3821747385357,1793.2613200321782,0,0,0,1,1,两年付,0,银行转账,1
CU2569,63,78.75093922769042,4961.3091713444965,0,0,0,1,0,年付,1,银行转账,1
CU2570,66,71.14595563516133,4695.633071920648,0,0,1,0,0,月付,0,电子支票,1
CU2571,36,119.93722703206944,4317.7401731545,0,0,1,0,0,两年付,0,电子支票,0
CU2572,45,66.15866707766534,2977.1400184949403,1,0,0,1,0,年付,0,电子支票,0
CU2573,57,106.08063515761204,6046.596203983886,1,1,1,0,1,年付,1,银行转账,0
CU2574,56,118.23995478031358,6621.43746769756,0,0,1,1,1,两年付,1,电子支票,1
CU2575,21,84.92220698812365,1783.3663467505967,0,1,0,1,0,月付,1,电子支票,0
CU2576,53,37.85192680563023,2006.152120698402,0,1,0,0,0,年付,0,信用卡,0
CU2577,50,94.63506774693214,4731.753387346607,0,1,1,0,1,月付,1,邮寄支票,0
CU2578,3,31.67855682599075,95.03567047797225,0,0,0,0,1,月付,0,邮寄支票,0
CU2579,53,61.15105284043589,3241.005800543102,1,0,0,1,1,月付,0,银行转账,0
CU2580,3,76.86578490149593,230.59735470448777,1,1,0,1,1,月付,1,银行转账,0
CU2581,14,103.3805078231519,1447.3271095241266,1,1,0,1,0,月付,1,电子支票,1
CU2582,47,30.271069426090996,1422.7402630262768,0,1,1,1,1,月付,1,信用卡,1
CU2583,9,59.80312549187769,538.2281294268992,0,1,0,1,0,月付,0,信用卡,0
CU2584,29,21.191470516754144,614.5526449858702,0,1,1,0,1,月付,0,邮寄支票,0
CU2585,57,57.847409718237635,3297.3023539395454,1,0,0,1,1,年付,0,邮寄支票,0
CU2586,27,62.305261520046244,1682.2420610412487,1,1,0,0,0,年付,0,电子支票,0
CU2587,6,35.60478666898495,213.62872001390969,0,0,0,0,1,两年付,1,银行转账,0
CU2588,13,40.13067730013527,521.6988049017585,0,0,1,0,0,月付,0,邮寄支票,0
CU2589,52,112.2683705575284,5837.955268991477,1,1,1,1,0,两年付,0,信用卡,0
CU2590,8,36.10989251422036,288.8791401137629,0,1,0,0,1,两年付,1,邮寄支票,1
CU2591,56,83.08475341270344,4652.746191111392,0,0,0,1,0,月付,0,电子支票,0
CU2592,12,113.14209864595452,1357.7051837514541,1,0,1,0,1,月付,0,信用卡,1
CU2593,13,96.72224954675107,1257.389244107764,1,0,1,1,1,两年付,1,银行转账,1
CU2594,62,30.574473697872087,1895.6173692680693,1,1,0,1,0,年付,1,银行转账,0
CU2595,16,63.707198188917715,1019.3151710226834,1,0,1,1,0,月付,1,邮寄支票,0
CU2596,45,49.951331011223644,2247.809895505064,0,1,1,0,0,月付,0,信用卡,0
CU2597,40,107.12473959662721,4284.989583865088,1,1,1,1,0,月付,1,邮寄支票,1
CU2598,45,115.67598568670167,5205.419355901575,0,1,0,1,1,年付,1,电子支票,0
CU2599,39,119.93210062938451,4677.351924545996,0,1,1,0,0,两年付,1,信用卡,0
CU2600,50,65.13217634997272,3256.608817498636,1,0,0,0,0,年付,1,邮寄支票,0
CU2601,46,70.960035487233,3264.161632412718,1,0,0,0,0,月付,0,电子支票,0
CU2602,58,110.92138910639076,6433.440568170664,1,0,1,1,0,月付,1,电子支票,0
CU2603,61,41.79586221674032,2549.5475952211596,1,1,1,0,1,月付,0,邮寄支票,0
CU2604,28,46.70741394445805,1307.8075904448253,1,1,0,1,0,年付,1,邮寄支票,1
CU2605,34,97.43642018229404,3312.8382861979976,0,1,0,0,0,月付,1,银行转账,1
CU2606,4,26.21886828096151,104.87547312384604,0,1,0,1,0,两年付,0,邮寄支票,0
CU2607,26,62.50905721028799,1625.2354874674877,1,0,1,0,0,年付,0,电子支票,0
CU2608,5,119.45294595999754,597.2647297999877,1,0,1,0,0,两年付,1,信用卡,0
CU2609,56,103.76411299712714,5810.79032783912,0,1,1,1,0,年付,0,电子支票,0
CU2610,10,71.19773887579534,711.9773887579533,1,0,0,1,1,两年付,0,银行转账,0
CU2611,26,113.20265128018424,2943.2689332847904,1,1,0,0,0,月付,1,电子支票,1
CU2612,60,70.79697018356285,4247.818211013771,0,0,1,0,1,月付,1,信用卡,0
CU2613,60,93.44750776606642,5606.850465963986,0,1,1,0,0,两年付,0,银行转账,0
CU2614,6,89.51899547729846,537.1139728637908,1,1,0,0,0,年付,0,信用卡,0
CU2615,13,22.115385318353546,287.5000091385961,0,1,1,0,0,两年付,1,信用卡,0
CU2616,21,60.053385635601245,1261.1210983476262,0,1,0,1,0,年付,1,信用卡,0
CU2617,69,49.6045987730848,3422.717315342851,0,0,0,0,1,两年付,1,邮寄支票,0
CU2618,47,112.42289900702927,5283.876253330376,1,0,0,0,1,月付,0,信用卡,1
CU2619,22,103.28658544662322,2272.304879825711,0,0,1,1,0,两年付,1,信用卡,1
CU2620,20,45.86603659639598,917.3207319279196,1,0,0,1,0,月付,0,信用卡,1
CU2621,4,44.23480918702986,176.93923674811944,0,1,1,0,1,两年付,1,信用卡,0
CU2622,70,53.20350555417336,3724.245388792135,1,0,0,0,0,年付,0,银行转账,0
CU2623,50,71.68364363273949,3584.1821816369743,0,0,1,1,0,两年付,0,邮寄支票,0
CU2624,59,57.37775382738673,3385.287475815817,1,1,0,0,1,年付,0,银行转账,1
CU2625,71,55.807609294981,3962.340259943651,0,1,1,1,1,年付,1,电子支票,0
CU2626,12,108.04099948796868,1296.491993855624,0,1,1,1,1,月付,1,银行转账,1
CU2627,8,33.96418596154443,271.71348769235544,1,0,0,1,1,月付,1,邮寄支票,1
CU2628,25,97.72244589630404,2443.061147407601,0,1,0,0,1,两年付,0,邮寄支票,1
CU2629,32,66.13165967443209,2116.2131095818268,0,0,0,1,0,年付,0,邮寄支票,1
CU2630,47,36.76844461315555,1728.116896818311,1,0,1,0,0,两年付,0,信用卡,0
CU2631,14,80.14574557772525,1122.0404380881535,0,1,1,0,0,两年付,0,信用卡,0
CU2632,64,107.4465532818381,6876.579410037639,1,0,0,1,0,年付,1,电子支票,0
CU2633,59,85.7139422174657,5057.122590830476,0,0,1,1,0,月付,1,信用卡,1
CU2634,16,29.682523746688034,474.92037994700854,1,1,1,1,0,年付,0,邮寄支票,0
CU2635,68,82.22387080311367,5591.223214611729,0,0,0,0,1,月付,0,银行转账,1
CU2636,17,99.16241188590895,1685.7610020604523,0,0,1,1,0,年付,0,银行转账,0
CU2637,64,28.537046423705142,1826.370971117129,0,1,1,1,0,两年付,1,邮寄支票,0
CU2638,7,84.12368673577586,588.865807150431,1,1,0,1,1,两年付,0,信用卡,0
CU2639,50,84.53784199241461,4226.892099620731,0,1,0,0,0,月付,1,电子支票,0
CU2640,44,91.90918610870584,4044.004188783057,1,1,1,1,1,月付,1,电子支票,1
CU2641,66,32.60075539814976,2151.649856277884,1,1,0,0,1,月付,1,银行转账,0
CU2642,7,101.00328448296918,707.0229913807842,1,0,0,0,0,年付,0,电子支票,0
CU2643,8,21.565763806529997,172.52611045223998,1,1,1,1,0,月付,1,邮寄支票,0
CU2644,63,51.71815563767852,3258.2438051737468,1,1,0,0,1,两年付,0,电子支票,1
CU2645,51,91.54930039503833,4669.014320146955,0,0,1,1,1,年付,0,信用卡,1
CU2646,18,70.37053891197614,1266.6697004155706,1,1,1,0,1,月付,0,电子支票,0
CU2647,60,73.78666073406934,4427.199644044161,1,1,0,0,0,月付,0,银行转账,0
CU2648,12,48.06093951365128,576.7312741638153,0,0,1,1,0,两年付,1,邮寄支票,0
CU2649,57,41.70419168840153,2377.138926238887,1,0,1,1,0,年付,0,电子支票,0
CU2650,47,90.56850037450253,4256.719517601619,0,1,1,1,1,月付,1,信用卡,0
CU2651,59,53.434417421038944,3152.6306278412976,1,1,1,0,1,月付,1,银行转账,0
CU2652,44,58.058577057970325,2554.5773905506944,1,1,1,1,0,月付,1,银行转账,0
CU2653,22,48.42476933316338,1065.3449253295944,1,0,0,1,0,月付,0,邮寄支票,1
CU2654,1,67.45437876205156,67.45437876205156,1,1,1,1,1,月付,0,邮寄支票,0
CU2655,52,25.22430112273904,1311.66365838243,1,0,1,1,1,两年付,1,邮寄支票,0
CU2656,19,59.16250611274855,1124.0876161422225,1,1,0,1,1,两年付,0,银行转账,0
CU2657,1,59.14860624063,59.14860624063,0,1,1,0,0,年付,1,邮寄支票,0
CU2658,62,100.6055861643806,6237.546342191597,1,0,0,0,0,年付,1,邮寄支票,0
CU2659,61,47.15666298743178,2876.5564422333387,0,0,1,0,1,两年付,1,电子支票,0
CU2660,59,82.86495115755437,4889.032118295708,0,1,1,1,1,两年付,1,邮寄支票,0
CU2661,45,73.12075300028029,3290.433885012613,0,0,1,0,1,两年付,0,信用卡,0
CU2662,16,94.29182075173114,1508.6691320276982,1,0,1,0,0,月付,1,信用卡,0
CU2663,61,26.946796945578694,1643.7546136803003,1,1,1,1,1,两年付,0,信用卡,0
CU2664,51,26.219674604923362,1337.2034048510916,0,1,0,0,0,两年付,1,电子支票,1
CU2665,35,105.18474287692929,3681.466000692525,1,1,1,1,0,两年付,0,信用卡,0
CU2666,24,22.668405304745058,544.0417273138814,0,1,1,1,1,月付,0,银行转账,1
CU2667,50,106.02274544110742,5301.137272055371,0,0,1,0,0,月付,1,银行转账,0
CU2668,28,56.85773076522633,1592.0164614263372,1,1,1,0,0,年付,0,银行转账,0
CU2669,20,81.56665646734851,1631.33312934697,1,0,1,1,0,两年付,1,电子支票,0
CU2670,47,93.02847517836264,4372.338333383044,1,1,1,0,1,月付,0,邮寄支票,1
CU2671,53,75.50107652402285,4001.5570557732112,0,0,0,1,0,年付,1,电子支票,0
CU2672,6,65.22424731778096,391.3454839066858,0,1,1,0,0,月付,1,邮寄支票,1
CU2673,14,76.4217789459716,1069.9049052436023,0,1,1,0,1,两年付,1,信用卡,0
CU2674,31,99.64231267923407,3088.911693056256,1,1,1,1,1,月付,0,邮寄支票,1
CU2675,17,60.99724782578449,1036.9532130383363,0,0,0,1,1,年付,1,邮寄支票,1
CU2676,53,86.38595075477674,4578.455390003168,1,1,0,0,0,两年付,1,电子支票,0
CU2677,35,95.42359300875398,3339.8257553063895,0,1,1,0,1,年付,0,邮寄支票,0
CU2678,56,63.29722290626952,3544.644482751093,0,0,1,0,0,月付,0,邮寄支票,0
CU2679,34,66.27550563463052,2253.3671915774376,1,1,1,0,1,月付,1,邮寄支票,0
CU2680,20,83.95020813060553,1679.0041626121106,0,1,1,1,1,年付,0,银行转账,0
CU2681,7,65.79437879661475,460.56065157630326,1,1,1,1,1,月付,0,邮寄支票,0
CU2682,2,44.05645488036015,88.1129097607203,0,1,0,1,0,月付,1,银行转账,1
CU2683,14,115.93575487599962,1623.1005682639948,1,0,0,1,0,两年付,0,电子支票,0
CU2684,16,101.33613218331746,1621.3781149330794,1,1,0,0,1,年付,0,电子支票,0
CU2685,52,94.67953440166826,4923.3357888867495,1,0,0,1,1,年付,1,邮寄支票,0
CU2686,12,77.65658495339625,931.879019440755,1,0,1,0,0,年付,0,电子支票,0
CU2687,42,82.94171174213531,3483.551893169683,0,0,0,0,1,月付,1,电子支票,1
CU2688,66,26.65143023552428,1758.9943955446024,1,1,0,1,0,年付,0,邮寄支票,0
CU2689,4,98.91836192901785,395.6734477160714,0,1,0,1,1,月付,0,邮寄支票,1
CU2690,32,40.11595929641437,1283.7106974852597,0,0,0,1,0,月付,1,信用卡,1
CU2691,32,30.693375302827246,982.1880096904719,1,1,0,0,1,两年付,1,邮寄支票,0
CU2692,25,67.38785741535725,1684.6964353839312,0,0,0,0,1,两年付,1,信用卡,0
CU2693,37,57.02890667567223,2110.0695469998727,1,1,0,0,0,两年付,0,信用卡,0
CU2694,28,57.284896704228586,1603.9771077184005,1,1,0,1,0,两年付,1,电子支票,0
CU2695,9,78.32453559461777,704.92082035156,1,1,0,1,0,两年付,0,邮寄支票,0
CU2696,53,22.229178860955127,1178.1464796306218,0,0,1,1,0,年付,0,电子支票,0
CU2697,39,39.91662026304773,1556.7481902588615,1,1,0,0,0,年付,0,邮寄支票,0
CU2698,60,84.37244977845015,5062.346986707009,1,1,1,1,0,年付,0,邮寄支票,0
CU2699,51,42.14621592625604,2149.4570122390583,0,0,1,0,0,两年付,0,银行转账,0
CU2700,43,53.73083905583716,2310.426079400998,0,0,0,1,1,月付,0,银行转账,0
CU2701,65,91.91654007904785,5974.57510513811,0,1,1,0,1,年付,0,邮寄支票,0
CU2702,52,72.59241452734598,3774.805555421991,1,1,1,1,0,月付,0,银行转账,0
CU2703,21,94.19801039624014,1978.1582183210428,1,0,0,1,0,年付,0,银行转账,0
CU2704,37,98.74553692263129,3653.5848661373575,0,1,1,1,1,两年付,0,邮寄支票,0
CU2705,46,31.727375617743128,1459.459278416184,1,0,0,0,0,年付,1,银行转账,0
CU2706,53,69.31156194066199,3673.5127828550853,0,1,0,1,0,两年付,0,邮寄支票,0
CU2707,18,108.00638221498708,1944.1148798697675,0,0,0,1,0,月付,0,电子支票,1
CU2708,53,68.95874346987213,3654.813403903223,0,0,0,1,1,月付,1,银行转账,0
CU2709,54,77.51895484159894,4186.023561446343,1,1,0,1,0,年付,0,银行转账,1
CU2710,50,119.4523193968014,5972.61596984007,1,0,0,0,0,月付,0,邮寄支票,1
CU2711,61,67.34612012288513,4108.113327495993,1,1,1,1,1,两年付,0,电子支票,0
CU2712,5,76.37398761166493,381.86993805832464,1,0,1,1,1,月付,1,邮寄支票,0
CU2713,7,55.25709311461087,386.79965180227606,1,1,1,1,0,月付,0,邮寄支票,0
