用户ID,实验分组,年龄段,性别,设备类型,页面停留时间(秒),是否转化,点击次数
AB09210,A组(对照组),35-44,女,iOS,14.752576769336137,0,6
AB09211,B组(实验组),25-34,男,Android,7.956554244308124,0,1
AB09212,B组(实验组),25-34,男,Android,104.99561639053621,0,1
AB09213,A组(对照组),45+,男,Android,42.56798456715328,0,5
AB09214,A组(对照组),18-24,男,iOS,14.26732453555178,0,4
AB09215,A组(对照组),35-44,女,Android,9.266780915813932,0,3
AB09216,B组(实验组),18-24,男,Android,22.483050232288118,0,2
AB09217,B组(实验组),18-24,女,iOS,179.4935013477593,0,7
AB09218,A组(对照组),45+,男,Android,86.51790354580604,0,4
AB09219,B组(实验组),18-24,男,Android,47.62685218780991,0,2
AB09220,A组(对照组),25-34,男,PC,2.812485240347914,0,11
AB09221,A组(对照组),45+,女,PC,14.73291939247057,0,3
AB09222,A组(对照组),35-44,男,iOS,19.855655009091382,0,3
AB09223,A组(对照组),45+,女,PC,75.34831396778296,0,6
AB09224,A组(对照组),45+,女,PC,66.91887105397218,0,5
AB09225,B组(实验组),18-24,男,Android,154.05239533229292,0,7
AB09226,B组(实验组),25-34,男,Android,16.56036167039465,0,5
AB09227,B组(实验组),25-34,女,Android,73.31132150302923,0,5
AB09228,B组(实验组),35-44,女,PC,13.883657708097514,0,5
AB09229,A组(对照组),45+,男,iOS,184.50612966519836,0,5
AB09230,B组(实验组),25-34,男,Android,28.52707738283959,0,5
AB09231,A组(对照组),45+,男,PC,8.560021696444746,0,1
AB09232,B组(实验组),45+,女,iOS,71.81027800960632,0,2
AB09233,B组(实验组),25-34,女,iOS,19.413864951340294,0,6
AB09234,B组(实验组),25-34,女,PC,51.09679443651531,0,4
AB09235,A组(对照组),35-44,女,iOS,210.27402053495797,0,2
AB09236,B组(实验组),45+,女,PC,3.813482962580168,0,4
AB09237,A组(对照组),18-24,男,Android,54.082757740832456,0,6
AB09238,B组(实验组),25-34,男,Android,307.7180164300332,0,2
AB09239,B组(实验组),18-24,女,iOS,87.75958080286432,0,2
AB09240,B组(实验组),45+,女,iOS,150.4017872809559,1,6
AB09241,A组(对照组),35-44,女,PC,25.868443291081036,0,2
AB09242,B组(实验组),35-44,女,Android,4.173502166007098,0,2
AB09243,B组(实验组),25-34,男,Android,19.571117469460486,0,8
AB09244,B组(实验组),18-24,女,PC,12.787111684966014,1,7
AB09245,A组(对照组),35-44,女,Android,74.58490892966458,0,5
AB09246,A组(对照组),25-34,男,PC,102.71567571324209,0,3
AB09247,B组(实验组),35-44,男,Android,40.196149298849825,0,5
AB09248,B组(实验组),45+,男,PC,7.8130688327082956,0,2
AB09249,B组(实验组),25-34,女,Android,49.82447546854419,0,4
AB09250,B组(实验组),45+,女,Android,87.26199270467868,0,5
AB09251,A组(对照组),25-34,男,Android,53.38255075526403,0,4
AB09252,B组(实验组),18-24,男,PC,46.31324011317375,0,4
AB09253,B组(实验组),45+,女,iOS,13.627199752274848,0,6
AB09254,A组(对照组),18-24,女,Android,3.114034196695333,0,2
AB09255,B组(实验组),35-44,男,Android,38.062295433461124,1,5
AB09256,A组(对照组),25-34,男,PC,83.40435551004961,0,6
AB09257,A组(对照组),18-24,男,Android,12.160875661171469,0,11
AB09258,A组(对照组),25-34,女,Android,11.422192983329001,0,3
AB09259,B组(实验组),45+,女,PC,42.303451695056225,0,4
AB09260,B组(实验组),45+,女,PC,76.82823430931188,0,5
AB09261,A组(对照组),18-24,男,PC,9.231436756920388,0,6
AB09262,A组(对照组),35-44,女,iOS,30.111550496366085,0,4
AB09263,B组(实验组),45+,女,Android,99.22777288030616,0,4
AB09264,A组(对照组),35-44,女,PC,47.348559472084354,0,3
AB09265,A组(对照组),35-44,男,Android,26.864938563539432,0,3
AB09266,B组(实验组),18-24,男,PC,14.66816731484954,0,8
AB09267,B组(实验组),25-34,男,iOS,49.51395599817563,0,8
AB09268,B组(实验组),25-34,女,PC,196.73933804704043,0,4
AB09269,B组(实验组),35-44,女,PC,91.36928897441192,0,3
AB09270,A组(对照组),35-44,女,PC,49.32790096958334,0,5
AB09271,B组(实验组),18-24,女,Android,112.0880976225903,0,7
AB09272,A组(对照组),18-24,男,Android,146.88868880287205,0,4
AB09273,A组(对照组),18-24,男,PC,114.54804726767892,0,7
AB09274,A组(对照组),35-44,女,iOS,3.989964533810211,0,3
AB09275,A组(对照组),18-24,女,iOS,69.64672657074225,0,2
AB09276,A组(对照组),18-24,男,Android,132.06241570315953,0,3
AB09277,A组(对照组),45+,男,Android,95.75886721637987,0,11
AB09278,A组(对照组),25-34,女,Android,64.96769692122378,0,3
AB09279,A组(对照组),18-24,女,iOS,20.93913240466892,0,2
AB09280,B组(实验组),35-44,男,Android,55.523461829630165,0,9
AB09281,B组(实验组),25-34,男,PC,35.659647506029906,0,3
AB09282,B组(实验组),35-44,男,Android,15.299141600362459,0,2
AB09283,B组(实验组),25-34,女,Android,25.55090047843455,0,5
AB09284,A组(对照组),18-24,男,iOS,98.61787160626838,1,5
AB09285,A组(对照组),45+,男,Android,21.270005448779525,0,4
AB09286,A组(对照组),35-44,女,PC,15.051891566087768,0,5
AB09287,B组(实验组),45+,男,iOS,111.80270142986812,0,8
AB09288,A组(对照组),25-34,男,PC,41.794182598270666,0,10
AB09289,A组(对照组),35-44,男,iOS,27.137263488334042,0,2
AB09290,B组(实验组),45+,男,PC,61.36840823384815,0,5
AB09291,A组(对照组),18-24,男,PC,31.001247936390723,0,5
AB09292,B组(实验组),25-34,女,iOS,1.6998815329356847,0,3
AB09293,B组(实验组),18-24,男,PC,30.481709665007312,0,4
AB09294,A组(对照组),45+,男,iOS,5.364272543257018,0,4
AB09295,A组(对照组),25-34,男,Android,31.826989374675005,0,7
AB09296,B组(实验组),35-44,男,Android,136.00552320920383,0,8
AB09297,B组(实验组),45+,女,PC,67.48654138060361,0,5
AB09298,B组(实验组),35-44,女,PC,102.54940573484139,0,3
AB09299,B组(实验组),45+,男,PC,19.379259957941365,1,3
AB09300,A组(对照组),45+,女,Android,52.35549190788555,0,5
AB09301,A组(对照组),45+,女,PC,10.509675779761201,0,1
AB09302,A组(对照组),35-44,女,PC,36.06597303103659,0,6
AB09303,B组(实验组),45+,男,PC,51.00227978433317,0,5
AB09304,B组(实验组),18-24,女,iOS,121.37567056976715,1,9
AB09305,A组(对照组),35-44,男,PC,21.69266398476524,0,2
AB09306,B组(实验组),45+,女,PC,54.20882666993229,0,5
AB09307,A组(对照组),35-44,男,PC,20.48973648714904,1,7
AB09308,A组(对照组),45+,女,Android,119.21242532805397,1,3
AB09309,A组(对照组),25-34,男,PC,42.047513961600636,0,3
AB09310,A组(对照组),25-34,男,PC,53.130749714917,0,5
AB09311,A组(对照组),45+,男,Android,85.6612624105168,1,4
AB09312,A组(对照组),18-24,女,Android,26.237603825917258,0,7
AB09313,A组(对照组),35-44,女,iOS,10.2782575578397,0,5
AB09314,B组(实验组),18-24,男,Android,60.713690356574354,0,6
AB09315,A组(对照组),35-44,女,iOS,10.911144175002413,0,8
AB09316,A组(对照组),18-24,女,PC,1.2677580291705561,0,5
AB09317,A组(对照组),25-34,女,PC,156.2357429985737,1,5
AB09318,B组(实验组),18-24,女,iOS,5.913071842785195,0,3
AB09319,A组(对照组),35-44,男,Android,210.81864653611242,0,4
AB09320,A组(对照组),18-24,男,PC,84.79025934353493,0,2
AB09321,B组(实验组),18-24,男,iOS,49.726435914764856,0,5
AB09322,B组(实验组),35-44,女,PC,22.87228314729014,0,2
AB09323,A组(对照组),45+,女,PC,46.59091134346877,0,6
AB09324,B组(实验组),35-44,女,PC,63.766707949245514,0,7
AB09325,B组(实验组),18-24,男,iOS,81.33860771253308,0,8
AB09326,B组(实验组),18-24,男,Android,23.179526856793842,0,5
AB09327,A组(对照组),35-44,男,Android,72.8170511951067,0,4
AB09328,A组(对照组),45+,女,Android,281.78424238286436,0,5
AB09329,B组(实验组),25-34,女,iOS,82.8184075807039,0,6
AB09330,B组(实验组),18-24,女,Android,12.40141861461848,0,9
AB09331,A组(对照组),45+,女,Android,40.816510443558926,0,4
AB09332,B组(实验组),25-34,女,PC,0.00020045683688661232,1,7
AB09333,B组(实验组),45+,女,Android,29.548464239934475,0,5
AB09334,A组(对照组),25-34,男,Android,149.4228592684476,0,6
AB09335,A组(对照组),45+,女,PC,62.649557742567495,0,5
AB09336,A组(对照组),25-34,男,Android,136.327285385708,0,5
AB09337,A组(对照组),35-44,女,Android,8.772697563594452,0,5
AB09338,A组(对照组),25-34,女,iOS,17.670977756498292,0,6
AB09339,B组(实验组),18-24,女,Android,72.69794163880933,0,8
AB09340,B组(实验组),18-24,女,Android,143.91942094241648,0,3
AB09341,B组(实验组),35-44,女,PC,85.48383547854898,0,2
AB09342,B组(实验组),45+,男,Android,84.12447113441371,0,3
AB09343,A组(对照组),45+,男,Android,84.71275834914857,0,5
AB09344,B组(实验组),25-34,女,iOS,1.4439052206123264,0,5
AB09345,A组(对照组),35-44,男,PC,25.9659699314212,0,7
AB09346,B组(实验组),45+,男,PC,9.319173153175107,0,4
AB09347,A组(对照组),25-34,女,Android,11.478900206102264,0,8
AB09348,B组(实验组),35-44,男,PC,48.490769580142924,0,3
AB09349,A组(对照组),35-44,男,PC,88.66370399226555,0,5
AB09350,B组(实验组),25-34,女,iOS,54.55506747598863,0,5
AB09351,A组(对照组),18-24,女,PC,50.7776206923959,0,6
AB09352,A组(对照组),45+,男,PC,13.524287774382623,0,2
AB09353,B组(实验组),18-24,男,PC,2.8418847578671538,0,5
AB09354,A组(对照组),18-24,女,iOS,40.84199812564731,0,6
AB09355,B组(实验组),18-24,女,Android,27.98369246691829,1,6
AB09356,B组(实验组),25-34,女,iOS,9.877149622173567,0,6
AB09357,B组(实验组),45+,女,iOS,53.48900078106591,0,6
AB09358,A组(对照组),35-44,女,Android,85.81323332610626,0,4
AB09359,B组(实验组),35-44,男,iOS,32.14777808020302,1,3
AB09360,B组(实验组),25-34,女,Android,66.48080195303446,0,7
AB09361,B组(实验组),18-24,男,PC,54.74277327188324,0,3
AB09362,A组(对照组),18-24,女,PC,9.243980551474294,0,4
AB09363,A组(对照组),35-44,男,iOS,42.28738697646728,0,3
AB09364,A组(对照组),45+,女,iOS,57.20622348665026,0,8
AB09365,A组(对照组),35-44,女,Android,55.66302469001255,0,5
AB09366,A组(对照组),35-44,男,iOS,47.74189759494819,1,9
AB09367,B组(实验组),18-24,女,PC,39.91869350484686,0,2
AB09368,B组(实验组),18-24,男,Android,117.45981463815687,1,4
AB09369,A组(对照组),45+,女,Android,134.75740667197815,0,7
AB09370,B组(实验组),45+,男,PC,15.904502703715945,0,5
AB09371,B组(实验组),25-34,女,PC,50.7623298853226,0,0
AB09372,B组(实验组),45+,女,Android,46.34823131170196,0,6
AB09373,B组(实验组),18-24,男,PC,6.8051470667171685,0,9
AB09374,B组(实验组),25-34,女,PC,38.407463609272476,0,5
AB09375,A组(对照组),35-44,男,PC,4.28688469468453,0,3
AB09376,B组(实验组),45+,女,Android,11.557655556220652,0,7
AB09377,B组(实验组),45+,男,PC,25.57970597050893,0,8
AB09378,A组(对照组),25-34,男,PC,17.09594507022986,0,8
AB09379,A组(对照组),45+,女,PC,67.18438398688492,0,6
AB09380,B组(实验组),25-34,女,Android,20.62988581393073,0,6
AB09381,A组(对照组),45+,女,PC,21.15114629891639,0,4
AB09382,A组(对照组),18-24,男,PC,2.269451652612164,0,7
AB09383,A组(对照组),45+,男,PC,54.12937487466525,0,5
AB09384,A组(对照组),35-44,女,PC,242.85977826907387,0,5
AB09385,A组(对照组),25-34,男,PC,25.510492595316677,0,7
AB09386,B组(实验组),25-34,男,Android,71.45904950183781,0,6
AB09387,B组(实验组),18-24,男,Android,43.60005527759549,0,6
AB09388,B组(实验组),18-24,女,PC,20.59814535576592,0,5
AB09389,A组(对照组),25-34,女,Android,183.7672648134774,1,3
AB09390,A组(对照组),18-24,男,PC,98.39579808210856,0,6
AB09391,A组(对照组),45+,男,Android,60.71316524497553,0,5
AB09392,A组(对照组),45+,男,Android,10.482488152417838,0,2
AB09393,A组(对照组),45+,女,PC,111.93828907459465,0,5
AB09394,B组(实验组),45+,女,Android,32.46828311387605,0,4
AB09395,A组(对照组),45+,女,Android,44.41864672965417,0,4
AB09396,B组(实验组),35-44,女,iOS,7.190514718701401,0,8
AB09397,B组(实验组),18-24,女,iOS,3.6012055116663015,0,4
AB09398,B组(实验组),18-24,男,PC,70.45214326847507,0,3
AB09399,A组(对照组),25-34,女,PC,3.5616237553168952,0,5
AB09400,A组(对照组),45+,男,PC,9.527353752611567,0,5
AB09401,A组(对照组),45+,女,Android,34.09577223628178,0,7
AB09402,B组(实验组),35-44,女,PC,46.059468323806804,0,6
AB09403,A组(对照组),45+,女,Android,62.86675922728973,1,3
AB09404,B组(实验组),35-44,女,Android,81.30935846864364,0,4
AB09405,B组(实验组),35-44,女,iOS,117.21545831962021,0,1
AB09406,A组(对照组),45+,男,PC,35.26659237711814,1,3
AB09407,B组(实验组),35-44,男,Android,74.76880768974662,0,4
AB09408,A组(对照组),25-34,女,iOS,34.95079943506498,0,1
AB09409,B组(实验组),35-44,女,PC,10.979676391776966,0,3
AB09410,A组(对照组),18-24,女,Android,62.861753457842624,0,6
AB09411,A组(对照组),35-44,女,PC,69.75806645505318,0,3
AB09412,B组(实验组),45+,女,iOS,55.81498072994492,0,4
AB09413,B组(实验组),35-44,男,iOS,38.07513187505585,0,6
AB09414,B组(实验组),45+,女,PC,141.96631035039417,0,2
AB09415,A组(对照组),45+,女,Android,10.787774291825059,0,3
AB09416,A组(对照组),25-34,女,Android,284.22487048085765,0,9
AB09417,A组(对照组),25-34,女,Android,173.55148585636394,0,2
AB09418,B组(实验组),18-24,女,PC,60.39803108403931,0,5
AB09419,A组(对照组),25-34,男,PC,18.460087957844745,0,7
AB09420,A组(对照组),45+,男,Android,18.199593236734405,0,3
AB09421,B组(实验组),18-24,女,Android,57.01792250905043,0,2
AB09422,B组(实验组),18-24,女,PC,24.831658525901247,1,2
AB09423,B组(实验组),35-44,男,iOS,64.48983784324068,0,4
AB09424,B组(实验组),45+,男,iOS,158.10370356638143,0,5
AB09425,A组(对照组),35-44,男,iOS,109.15183493967663,0,5
AB09426,B组(实验组),35-44,女,Android,94.37513571685628,1,5
AB09427,A组(对照组),25-34,男,PC,71.52380246593252,0,4
AB09428,A组(对照组),25-34,女,PC,12.65370518623811,0,5
AB09429,B组(实验组),45+,女,PC,51.68460283281935,0,7
AB09430,B组(实验组),35-44,女,Android,1.045997304694222,0,8
AB09431,A组(对照组),35-44,女,iOS,316.8044775698878,0,10
AB09432,A组(对照组),25-34,女,iOS,2.3416623201497435,0,6
AB09433,A组(对照组),35-44,女,iOS,76.36698764589708,0,2
AB09434,B组(实验组),45+,女,PC,1.8922461166943585,0,3
AB09435,B组(实验组),35-44,女,iOS,32.22489044289382,0,6
AB09436,A组(对照组),45+,女,Android,9.38440750999348,0,4
AB09437,B组(实验组),25-34,女,PC,27.724765939483188,0,3
AB09438,B组(实验组),25-34,男,Android,9.376224936313275,0,6
AB09439,A组(对照组),45+,女,Android,3.7056721574658464,0,7
AB09440,A组(对照组),18-24,女,PC,3.4717013074979297,0,6
AB09441,B组(实验组),18-24,男,iOS,7.826774891461597,0,4
AB09442,A组(对照组),45+,女,PC,9.981406139062763,0,3
AB09443,A组(对照组),25-34,女,PC,0.6792736360969619,0,0
AB09444,A组(对照组),25-34,男,Android,65.44197899732914,0,3
AB09445,A组(对照组),45+,女,iOS,7.627396923849741,0,2
AB09446,A组(对照组),25-34,女,iOS,9.643641087718112,0,6
AB09447,B组(实验组),25-34,女,Android,19.713999698572305,0,5
AB09448,A组(对照组),18-24,男,iOS,54.98717825065522,0,0
AB09449,B组(实验组),25-34,女,Android,77.45322476184771,1,3
AB09450,B组(实验组),25-34,女,Android,63.70045166460728,0,6
AB09451,B组(实验组),25-34,男,iOS,87.11405222678344,0,4
AB09452,B组(实验组),35-44,男,PC,14.20309140235288,0,5
AB09453,A组(对照组),18-24,女,iOS,61.34024580591654,1,9
AB09454,B组(实验组),45+,男,iOS,66.3548957634926,0,7
AB09455,B组(实验组),45+,男,PC,87.07277568868179,1,8
AB09456,B组(实验组),35-44,女,Android,2.365047947148502,0,5
AB09457,B组(实验组),45+,女,PC,46.88310278599774,0,5
AB09458,B组(实验组),25-34,女,PC,8.797740931249763,0,2
AB09459,A组(对照组),35-44,男,iOS,109.39868934468477,0,4
AB09460,A组(对照组),35-44,女,PC,124.61748473886126,0,5
AB09461,B组(实验组),18-24,女,iOS,34.67501409583295,0,2
AB09462,B组(实验组),18-24,女,Android,4.291345968678945,0,7
AB09463,A组(对照组),45+,女,iOS,184.07349309370548,0,9
AB09464,A组(对照组),18-24,女,PC,98.7095493490423,0,9
AB09465,A组(对照组),25-34,男,Android,136.2977306214414,1,2
AB09466,A组(对照组),35-44,女,PC,125.74621167230741,0,8
AB09467,B组(实验组),45+,女,iOS,23.461667561375357,0,6
AB09468,A组(对照组),25-34,女,iOS,20.09438334271521,0,4
AB09469,B组(实验组),18-24,女,PC,13.864742500635868,0,6
AB09470,B组(实验组),18-24,男,PC,35.91004431881254,0,5
AB09471,A组(对照组),25-34,女,Android,123.37155062435872,0,4
AB09472,B组(实验组),25-34,女,PC,102.68598447233737,1,6
AB09473,B组(实验组),35-44,男,iOS,81.45126937483626,0,4
AB09474,B组(实验组),25-34,男,PC,32.02954782367763,1,2
AB09475,B组(实验组),35-44,男,Android,19.193912126789854,0,7
AB09476,B组(实验组),18-24,女,Android,97.21546427930885,0,11
AB09477,A组(对照组),35-44,男,iOS,33.65907784561584,0,6
AB09478,A组(对照组),18-24,女,Android,64.49739855480613,0,7
AB09479,A组(对照组),25-34,男,iOS,145.31888922480454,0,8
AB09480,B组(实验组),25-34,男,Android,191.15837751556904,0,4
AB09481,B组(实验组),18-24,男,Android,3.1576532646976165,1,2
AB09482,B组(实验组),25-34,女,PC,5.0332419706008285,0,8
AB09483,B组(实验组),45+,男,Android,5.836048976244346,0,4
AB09484,B组(实验组),25-34,男,iOS,14.037558679048098,0,5
AB09485,A组(对照组),45+,男,iOS,188.43587154537767,0,4
AB09486,B组(实验组),35-44,男,iOS,47.52111605957292,1,3
AB09487,A组(对照组),18-24,男,Android,38.46046083431017,0,8
AB09488,B组(实验组),35-44,女,PC,0.20474275992969473,0,5
AB09489,B组(实验组),25-34,女,iOS,44.315191869624144,1,5
AB09490,A组(对照组),18-24,女,Android,128.83627937160833,0,7
AB09491,B组(实验组),35-44,男,iOS,23.255179604086788,0,3
AB09492,B组(实验组),25-34,女,PC,10.419996528907202,0,3
AB09493,A组(对照组),35-44,男,PC,5.8276911099363,0,4
AB09494,B组(实验组),25-34,男,PC,1.065779138289039,0,4
AB09495,B组(实验组),35-44,男,Android,2.7013369585568823,0,4
AB09496,B组(实验组),35-44,女,iOS,36.21386059873511,0,11
AB09497,A组(对照组),45+,女,PC,21.089878812185614,0,8
AB09498,B组(实验组),35-44,男,Android,47.84141378671085,1,2
AB09499,B组(实验组),18-24,男,iOS,4.474201781468364,0,6
AB09500,B组(实验组),25-34,女,iOS,75.4320103424026,0,7
AB09501,B组(实验组),45+,男,Android,39.30449750098725,0,5
AB09502,A组(对照组),18-24,女,iOS,8.681789810929422,0,6
AB09503,A组(对照组),45+,女,iOS,4.993707679611814,0,5
AB09504,B组(实验组),35-44,女,iOS,93.62329496956016,0,5
AB09505,B组(实验组),45+,男,iOS,266.064939297425,0,8
AB09506,B组(实验组),45+,女,PC,13.545320664037042,0,1
AB09507,B组(实验组),45+,女,Android,131.8236371346085,0,5
AB09508,B组(实验组),25-34,男,PC,68.43774107534354,0,7
AB09509,A组(对照组),25-34,男,PC,82.35216167417585,0,2
AB09510,A组(对照组),35-44,男,iOS,10.244784672605233,0,3
AB09511,B组(实验组),18-24,男,Android,4.888109908695759,0,3
AB09512,A组(对照组),45+,男,PC,1.8995018632213032,0,5
AB09513,A组(对照组),25-34,男,Android,25.54855389978817,0,5
AB09514,B组(实验组),45+,女,iOS,95.84662603488201,0,3
AB09515,B组(实验组),45+,女,Android,96.8772989250422,1,3
AB09516,B组(实验组),35-44,女,iOS,63.56556879324109,0,7
AB09517,B组(实验组),18-24,男,iOS,40.62244917345341,0,7
AB09518,B组(实验组),45+,女,iOS,8.010375133668193,0,5
AB09519,B组(实验组),35-44,男,Android,27.924943291087164,0,6
AB09520,B组(实验组),45+,男,iOS,30.369020674291132,0,6
AB09521,A组(对照组),35-44,男,iOS,11.703972353823294,0,6
AB09522,B组(实验组),45+,男,PC,4.378879647751572,0,3
AB09523,A组(对照组),18-24,男,Android,58.96825887334961,0,6
AB09524,B组(实验组),45+,男,Android,19.502780407004803,0,2
AB09525,B组(实验组),45+,女,iOS,3.738071479531679,0,9
AB09526,B组(实验组),25-34,男,iOS,1.3803133618215646,1,11
AB09527,B组(实验组),45+,男,Android,90.7337853347925,0,4
AB09528,B组(实验组),25-34,男,Android,43.28202783275923,1,3
AB09529,A组(对照组),25-34,男,Android,124.49980665509065,0,3
AB09530,B组(实验组),35-44,男,Android,32.306550178106285,0,6
AB09531,B组(实验组),25-34,女,Android,14.855701206899361,0,4
AB09532,A组(对照组),18-24,男,Android,23.81874035326805,0,3
AB09533,A组(对照组),25-34,女,Android,36.83753727043838,0,3
AB09534,A组(对照组),35-44,男,Android,72.60990763326564,0,8
AB09535,A组(对照组),18-24,女,Android,19.996661823956984,0,3
AB09536,A组(对照组),45+,女,Android,263.352771281773,0,1
AB09537,A组(对照组),25-34,女,Android,95.67369980937795,0,6
AB09538,B组(实验组),35-44,女,iOS,32.55638305638462,0,5
AB09539,A组(对照组),18-24,女,iOS,58.02116001661264,0,5
AB09540,A组(对照组),45+,女,Android,18.608674410506783,0,3
AB09541,A组(对照组),18-24,女,PC,84.80060966460502,0,5
AB09542,A组(对照组),25-34,男,Android,39.206482870845825,0,2
AB09543,A组(对照组),35-44,男,iOS,78.49604632382975,0,5
AB09544,B组(实验组),25-34,女,PC,141.31141425643827,0,3
AB09545,A组(对照组),18-24,男,iOS,56.96836535214385,0,4
AB09546,A组(对照组),25-34,女,Android,82.11844266122387,0,7
AB09547,B组(实验组),25-34,女,PC,43.09525566090586,0,3
AB09548,A组(对照组),35-44,女,PC,52.238084376715705,0,9
AB09549,B组(实验组),45+,女,iOS,47.311228763653816,0,5
AB09550,B组(实验组),35-44,女,Android,3.492449262392391,0,8
AB09551,B组(实验组),25-34,男,PC,77.81529881995698,0,4
AB09552,B组(实验组),35-44,女,PC,46.950596803487684,0,3
AB09553,B组(实验组),35-44,女,PC,10.686370162946934,0,5
AB09554,B组(实验组),35-44,女,PC,8.13562303343134,0,3
AB09555,B组(实验组),18-24,男,Android,14.113701503836044,0,4
AB09556,A组(对照组),45+,女,Android,409.43465176834894,0,3
AB09557,A组(对照组),18-24,女,PC,60.5120062322038,0,2
AB09558,B组(实验组),18-24,男,Android,16.654176865414364,0,8
AB09559,B组(实验组),45+,女,iOS,9.455525812491768,0,3
AB09560,B组(实验组),35-44,女,iOS,18.406933652090704,0,3
AB09561,B组(实验组),18-24,女,PC,107.2823845069344,1,1
AB09562,B组(实验组),35-44,女,Android,58.07663372634767,0,9
AB09563,A组(对照组),25-34,女,iOS,12.186615285899354,0,4
AB09564,A组(对照组),18-24,男,Android,62.00442646916325,1,7
AB09565,A组(对照组),25-34,女,Android,196.075684267699,1,4
AB09566,A组(对照组),25-34,男,iOS,52.05384555483213,0,3
AB09567,A组(对照组),18-24,女,Android,9.941685302334898,0,4
AB09568,A组(对照组),18-24,男,Android,39.31341874975657,0,3
AB09569,A组(对照组),45+,女,PC,73.61134159358164,0,5
AB09570,A组(对照组),45+,男,Android,64.85305761001355,0,3
AB09571,A组(对照组),18-24,女,iOS,21.096636088071453,0,8
AB09572,B组(实验组),18-24,男,PC,37.752768315037734,1,6
AB09573,A组(对照组),18-24,男,PC,2.6869077980127125,0,5
AB09574,A组(对照组),25-34,女,iOS,12.830654072810114,0,5
AB09575,A组(对照组),18-24,男,PC,11.6972120101758,0,10
AB09576,A组(对照组),25-34,女,PC,37.2078461949018,0,2
AB09577,A组(对照组),35-44,男,PC,12.712232312187867,0,5
AB09578,B组(实验组),25-34,男,iOS,21.56799738519738,0,6
AB09579,A组(对照组),45+,男,Android,94.70799425199561,0,6
AB09580,B组(实验组),45+,男,iOS,211.148996956111,0,4
AB09581,B组(实验组),18-24,女,PC,66.25090166972636,0,8
AB09582,A组(对照组),18-24,女,Android,30.826397399681998,0,6
AB09583,A组(对照组),45+,男,iOS,33.53143470231142,0,4
AB09584,B组(实验组),35-44,男,iOS,34.93432262957046,0,1
AB09585,A组(对照组),35-44,男,PC,7.655340377829793,0,3
AB09586,B组(实验组),25-34,男,iOS,57.047800928683806,0,9
AB09587,A组(对照组),35-44,女,iOS,35.32269081985787,0,5
AB09588,A组(对照组),18-24,男,PC,14.551313538996412,0,10
AB09589,B组(实验组),45+,女,Android,10.724360810616808,0,6
AB09590,A组(对照组),18-24,男,PC,94.04274533813641,0,6
AB09591,A组(对照组),25-34,女,iOS,2.3835695690434022,0,6
AB09592,A组(对照组),25-34,女,PC,260.2212913902259,0,4
AB09593,B组(实验组),18-24,女,PC,4.190624286973503,0,3
AB09594,A组(对照组),18-24,女,Android,9.386705689862751,0,5
AB09595,A组(对照组),35-44,男,Android,280.2909355331721,0,6
AB09596,B组(实验组),35-44,男,Android,70.37277691013622,0,10
AB09597,B组(实验组),18-24,男,Android,2.389924710456098,0,7
AB09598,B组(实验组),25-34,男,PC,0.7820314481228975,0,6
AB09599,A组(对照组),45+,女,PC,41.33948638157612,0,9
AB09600,B组(实验组),45+,男,Android,46.17618490910773,0,8
AB09601,A组(对照组),18-24,女,iOS,82.85643268362313,1,8
AB09602,A组(对照组),35-44,男,Android,16.864637275274987,0,2
AB09603,B组(实验组),25-34,女,Android,35.312494184922215,0,5
AB09604,B组(实验组),18-24,女,iOS,34.738851588013496,0,4
AB09605,B组(实验组),18-24,女,PC,33.186774951422166,0,5
AB09606,A组(对照组),18-24,女,PC,512.4024498002134,0,10
AB09607,B组(实验组),18-24,男,PC,22.219297764208832,0,5
AB09608,A组(对照组),18-24,女,Android,46.532856336702224,0,4
AB09609,B组(实验组),25-34,男,iOS,129.85287424476087,0,4
AB09610,A组(对照组),18-24,男,iOS,83.10555130296267,0,4
AB09611,A组(对照组),18-24,男,PC,74.55400737629293,0,9
AB09612,A组(对照组),45+,女,PC,271.401550709864,1,4
AB09613,A组(对照组),25-34,女,iOS,19.550736530630154,0,10
AB09614,A组(对照组),18-24,男,Android,26.127895823106158,1,5
AB09615,B组(实验组),18-24,女,Android,31.793040354946807,0,4
AB09616,B组(实验组),25-34,男,PC,6.0642238576953345,0,1
AB09617,B组(实验组),45+,男,PC,1.4456987976436728,0,6
AB09618,B组(实验组),25-34,男,iOS,107.45552884083368,0,7
AB09619,B组(实验组),25-34,男,iOS,12.678915968630315,0,4
AB09620,A组(对照组),18-24,男,Android,40.317194623143415,1,4
AB09621,A组(对照组),25-34,男,iOS,58.8957871140868,1,12
AB09622,B组(实验组),45+,女,iOS,53.732448911441466,0,4
AB09623,B组(实验组),45+,女,Android,1.289175672067645,0,3
AB09624,A组(对照组),35-44,男,Android,127.20511290262604,0,5
AB09625,A组(对照组),35-44,男,Android,229.13377071347352,0,6
AB09626,A组(对照组),45+,男,Android,75.08522586520658,0,5
AB09627,B组(实验组),35-44,男,Android,48.82450085704746,0,5
AB09628,B组(实验组),18-24,男,Android,118.82514542854707,0,6
AB09629,B组(实验组),35-44,女,PC,34.837312915776465,0,3
AB09630,A组(对照组),25-34,女,iOS,83.14143859475183,0,7
AB09631,A组(对照组),45+,女,PC,20.689138570459626,0,5
