用户ID,订单ID,订单日期,订单金额,支付方式,配送方式
U04357,O409557,2022-03-01,82.16920585232226,银行卡,快递
U04357,O333254,2022-04-18,27.519732796604906,花呗,同城配送
U04357,O262452,2022-05-18,12.852482455868385,支付宝,自提
U04357,O891425,2022-05-26,146.87992268773743,微信,自提
U04357,O254126,2022-06-08,1793.038571348276,支付宝,同城配送
U04357,O743512,2022-06-30,29.061889479081135,微信,快递
U04357,O700139,2022-08-20,22.80554937037281,花呗,同城配送
U04358,O918229,2022-01-25,26.32031717924743,花呗,快递
U04358,O218277,2022-02-02,38.68509313544891,微信,快递
U04358,O613041,2022-02-12,153.5316377351193,银行卡,同城配送
U04358,O549287,2022-03-12,20.597360604490557,银行卡,同城配送
U04358,O665899,2022-04-19,94.79651528157895,花呗,同城配送
U04358,O283447,2022-05-09,124.12730905121202,微信,自提
U04358,O620507,2022-06-20,29.233340767252393,花呗,同城配送
U04358,O275855,2022-08-12,117.3702010702583,支付宝,同城配送
U04359,O395126,2022-02-27,144.1264324307226,支付宝,同城配送
U04359,O907573,2022-03-21,330.1862049345435,微信,同城配送
U04359,O281593,2022-05-05,29.773577456705144,花呗,同城配送
U04359,O718157,2022-05-08,39.596559792196935,银行卡,同城配送
U04359,O403016,2022-06-15,34.6414283261615,微信,快递
U04360,O178065,2022-01-04,35.13353293264149,微信,快递
U04360,O649841,2022-01-19,40.51804921934656,微信,快递
U04360,O288189,2022-01-23,103.44931013994581,微信,同城配送
U04361,O241508,2022-02-03,93.62464523556811,银行卡,同城配送
U04361,O403958,2022-03-01,70.65552319912983,花呗,同城配送
U04361,O319056,2022-04-21,30.192998143957475,支付宝,快递
U04361,O277932,2022-06-04,21.1524644711556,花呗,快递
U04362,O970640,2022-01-05,24.309535564308163,银行卡,同城配送
U04362,O703854,2022-02-22,69.79658066919593,支付宝,自提
U04362,O885364,2022-04-03,70.16916378952227,银行卡,快递
U04363,O310793,2022-02-15,44.33801052697394,支付宝,同城配送
U04363,O266785,2022-02-20,48.946280788862616,微信,快递
U04363,O258884,2022-03-03,98.89937775265885,支付宝,同城配送
U04363,O806621,2022-04-30,39.12496671493124,微信,自提
U04363,O832506,2022-06-26,76.64420482617089,银行卡,快递
U04363,O159621,2022-08-17,454.80242010019487,银行卡,快递
U04363,O442541,2022-09-04,264.2159889149624,花呗,快递
U04363,O698855,2022-09-06,242.14983355751562,支付宝,自提
U04364,O230234,2022-01-21,134.74287042772568,支付宝,快递
U04364,O344615,2022-03-12,91.24174770109748,银行卡,同城配送
U04364,O245480,2022-04-29,25.02958941268151,微信,同城配送
U04364,O170592,2022-05-01,101.73179672319046,支付宝,快递
U04365,O785529,2022-02-28,76.87291159855617,微信,快递
U04365,O934618,2022-04-14,62.69159855554321,银行卡,快递
U04365,O277982,2022-05-10,81.85438742260006,银行卡,同城配送
U04365,O199209,2022-06-27,54.899590460074116,支付宝,自提
U04365,O335507,2022-07-08,20.810464421776807,支付宝,自提
U04365,O502887,2022-08-25,103.22842772810591,银行卡,快递
U04365,O844533,2022-09-03,243.7265728732587,银行卡,同城配送
U04366,O675855,2022-02-23,23.887830613540466,银行卡,自提
U04366,O833943,2022-03-25,180.32240391930802,银行卡,自提
U04367,O478205,2022-01-25,47.0723625382651,花呗,同城配送
U04367,O719891,2022-03-06,24.811813130054535,微信,快递
U04367,O304321,2022-04-18,10.913311503217436,花呗,自提
U04367,O393371,2022-05-23,43.243421497300965,银行卡,快递
U04367,O230600,2022-06-19,33.07810723835314,银行卡,自提
U04367,O421907,2022-07-14,15.95950418563102,支付宝,自提
U04368,O591227,2022-02-19,292.63103254534036,花呗,自提
U04368,O539328,2022-04-09,39.52599398893835,银行卡,同城配送
U04368,O357843,2022-05-28,55.94823314393029,支付宝,自提
U04368,O313268,2022-07-18,52.363728204346955,支付宝,快递
U04368,O953050,2022-08-21,68.95708854988573,花呗,快递
U04368,O391326,2022-10-09,12.05951738719688,支付宝,快递
U04369,O163258,2022-01-29,47.883717422695135,花呗,快递
U04369,O933137,2022-03-24,87.50232557871634,微信,快递
U04369,O226136,2022-05-08,59.474822043881154,花呗,同城配送
U04369,O109497,2022-06-12,35.87611761508786,银行卡,快递
U04369,O596840,2022-07-01,98.16909227368502,花呗,自提
U04369,O126962,2022-07-07,20.138443529299014,银行卡,快递
U04369,O298279,2022-07-30,27.10594609500014,花呗,快递
U04370,O362631,2022-02-17,63.73769647694003,微信,同城配送
U04370,O945377,2022-03-14,13.471603867962866,花呗,自提
U04370,O716645,2022-03-23,32.67007056544923,微信,同城配送
U04370,O975313,2022-04-13,62.986476328010134,花呗,同城配送
U04370,O270572,2022-05-22,422.271525607439,花呗,自提
U04370,O736972,2022-05-24,279.6082692124848,微信,自提
U04370,O820535,2022-07-14,58.05874598631299,微信,同城配送
U04370,O538634,2022-08-07,81.1699873185273,银行卡,快递
U04371,O156865,2022-01-30,50.166318516654044,花呗,自提
U04371,O336876,2022-03-20,33.054371612481496,花呗,自提
U04371,O814777,2022-03-28,82.90750008897483,微信,同城配送
U04371,O582670,2022-04-28,11.387709818349753,花呗,自提
U04371,O634123,2022-05-12,75.4993358670875,银行卡,快递
U04371,O483474,2022-06-12,88.00766827171448,微信,快递
U04372,O833797,2022-01-20,53.79647494384783,微信,自提
U04372,O455988,2022-02-05,53.681242452069355,花呗,同城配送
U04372,O566332,2022-03-09,30.620143232088036,微信,快递
U04372,O698990,2022-05-06,44.83882294089816,花呗,自提
U04373,O372497,2022-02-20,20.559194892840914,花呗,自提
U04373,O457591,2022-04-08,267.76382112504905,支付宝,快递
U04373,O501481,2022-05-14,37.43657444005532,支付宝,同城配送
U04373,O919395,2022-05-18,16.63914004939075,花呗,同城配送
U04373,O603752,2022-07-14,85.47155563107664,微信,自提
U04373,O880835,2022-08-10,490.23689485982624,花呗,同城配送
U04373,O745894,2022-09-24,35.046030887265346,银行卡,自提
U04373,O188081,2022-09-27,52.6330096952937,银行卡,自提
U04374,O162550,2022-01-14,49.476252881651206,支付宝,快递
U04374,O677755,2022-02-08,10.0,支付宝,自提
U04374,O257012,2022-03-29,31.691585622563466,银行卡,自提
U04374,O448710,2022-04-25,42.45225271388142,支付宝,自提
U04374,O530546,2022-05-14,43.204634842785545,花呗,同城配送
U04374,O810673,2022-06-10,102.64495365883735,微信,快递
U04374,O683722,2022-08-05,48.04413770431345,银行卡,自提
U04375,O205717,2022-02-24,46.849447733123476,银行卡,自提
U04375,O432331,2022-03-29,28.31019350661169,银行卡,自提
U04375,O996433,2022-04-20,98.32027448912744,微信,快递
U04375,O946761,2022-04-24,52.56956418738952,花呗,自提
U04375,O433554,2022-05-30,17.172819761815443,银行卡,同城配送
U04376,O327155,2022-01-07,95.60582915374715,支付宝,快递
U04376,O465793,2022-01-27,367.7403571511897,花呗,快递
U04376,O721123,2022-02-04,195.23462198389953,银行卡,同城配送
U04376,O541564,2022-02-10,60.95488418236492,银行卡,自提
U04376,O244864,2022-03-11,302.16391101443446,银行卡,自提
U04377,O560639,2022-01-09,123.29102090262528,支付宝,快递
U04377,O103561,2022-03-08,160.32708802853213,银行卡,自提
U04377,O389167,2022-04-09,46.00116983132329,银行卡,快递
U04377,O869783,2022-06-06,62.51021739804547,花呗,自提
U04377,O394246,2022-07-10,50.195273867771,支付宝,自提
U04378,O420554,2022-02-02,248.6450680599014,花呗,同城配送
U04378,O112918,2022-03-02,145.8384812280809,花呗,同城配送
U04378,O847257,2022-03-27,114.31557165123475,花呗,同城配送
U04378,O674595,2022-05-17,104.92912198467866,支付宝,同城配送
U04378,O894475,2022-06-06,10.0,银行卡,同城配送
U04378,O203022,2022-06-23,75.23240337221185,花呗,同城配送
U04379,O609004,2022-02-26,32.987442996555345,微信,同城配送
U04379,O483502,2022-03-13,28.741094855166587,花呗,同城配送
U04379,O990201,2022-03-18,44.36506279962659,花呗,同城配送
U04379,O834700,2022-05-12,79.72264934473513,支付宝,同城配送
U04379,O718827,2022-06-02,35.80414086773222,银行卡,同城配送
U04380,O130886,2022-02-21,55.09905101239998,花呗,快递
U04380,O851989,2022-03-21,129.79069091239523,支付宝,自提
U04380,O862280,2022-03-22,103.84395010747683,微信,同城配送
U04380,O541249,2022-03-31,16.940528004545776,支付宝,同城配送
U04380,O524285,2022-04-04,159.16750895379855,银行卡,自提
U04380,O944475,2022-05-06,64.91975668494274,花呗,同城配送
U04380,O675771,2022-06-20,53.74215239388665,微信,同城配送
U04380,O315135,2022-07-07,38.57525538655937,花呗,自提
U04381,O500727,2022-01-07,100.42307252414362,花呗,快递
U04381,O579382,2022-01-15,10.0,花呗,快递
U04381,O163688,2022-02-07,41.76268033219704,微信,快递
U04381,O338052,2022-03-19,105.29618145119218,微信,同城配送
U04381,O347380,2022-04-03,66.45633152966093,微信,快递
U04382,O152209,2022-02-07,39.168826564318934,微信,快递
U04382,O934987,2022-03-16,151.23091683454558,银行卡,自提
U04382,O132850,2022-04-11,68.96234554771245,微信,自提
U04382,O242009,2022-06-06,142.83336761892153,银行卡,自提
U04382,O989062,2022-07-17,48.68578514120198,银行卡,快递
U04383,O936740,2022-02-11,332.2863892125994,微信,同城配送
U04383,O133262,2022-03-31,187.78178917393922,支付宝,自提
U04383,O234109,2022-04-02,23.0066806181726,支付宝,自提
U04383,O580631,2022-04-14,74.99496030132245,支付宝,自提
U04383,O257612,2022-04-26,32.94435441447386,银行卡,快递
U04383,O155929,2022-05-02,51.321775612068365,银行卡,自提
U04383,O715054,2022-05-22,61.329651135105486,花呗,同城配送
U04384,O790275,2022-02-11,77.0618725608968,微信,自提
U04384,O777051,2022-03-28,12.090104550810526,微信,同城配送
U04384,O249491,2022-04-04,105.62252484077378,支付宝,快递
U04384,O130450,2022-05-23,39.79807846437906,花呗,自提
U04384,O695926,2022-06-12,140.26379486288607,支付宝,同城配送
U04384,O627039,2022-07-02,148.4969464059094,银行卡,自提
U04385,O310274,2022-01-13,187.85001383646127,银行卡,自提
U04385,O458109,2022-02-19,15.934764594700976,花呗,自提
U04385,O965740,2022-04-18,31.149812650387755,支付宝,快递
U04385,O510121,2022-04-25,44.92084311085146,微信,同城配送
U04385,O658254,2022-06-15,22.088172558671953,微信,自提
U04385,O947576,2022-07-04,124.00293390414751,银行卡,同城配送
U04385,O584341,2022-07-05,43.6845813824753,微信,快递
U04386,O962961,2022-01-28,244.75199511815583,微信,同城配送
U04386,O104313,2022-03-14,175.876391521631,微信,自提
U04386,O579479,2022-03-28,13.945299147361014,银行卡,同城配送
U04386,O904099,2022-05-11,73.70906648150896,微信,自提
U04386,O191393,2022-06-01,149.84062258680507,银行卡,同城配送
U04387,O395957,2022-01-08,53.89886134098567,支付宝,自提
U04387,O631180,2022-01-11,101.89103628157208,微信,快递
U04387,O904843,2022-02-23,443.37363239551297,微信,同城配送
U04387,O791931,2022-03-22,17.497779978585086,支付宝,自提
U04387,O271695,2022-04-02,10.0,银行卡,同城配送
U04387,O228257,2022-05-28,36.203131611771745,微信,自提
U04388,O211148,2022-01-28,30.871973009315976,花呗,同城配送
U04388,O693789,2022-02-13,66.2652172870645,银行卡,快递
U04388,O904366,2022-03-05,24.77546860426553,花呗,自提
U04388,O564272,2022-03-24,40.08311601464634,支付宝,快递
U04388,O340722,2022-03-29,59.94216407361187,支付宝,同城配送
U04388,O456299,2022-04-21,24.10568550504214,微信,自提
U04388,O493004,2022-06-13,156.06050256249964,支付宝,同城配送
U04388,O588027,2022-07-27,58.57996433771835,银行卡,同城配送
U04388,O237967,2022-09-07,21.62882219296025,花呗,自提
U04389,O598301,2022-01-28,299.58406828510397,花呗,快递
U04389,O775663,2022-03-17,94.93237647836435,微信,快递
U04389,O303266,2022-05-11,153.31602613857427,支付宝,同城配送
U04389,O497150,2022-06-30,97.78033379448834,支付宝,同城配送
U04389,O919705,2022-07-10,29.799747587046873,花呗,同城配送
U04390,O867813,2022-02-18,42.10659621489438,微信,同城配送
U04390,O840952,2022-02-20,137.82445166330496,花呗,快递
U04390,O621984,2022-04-15,29.13041423875337,银行卡,自提
U04390,O264878,2022-05-13,10.0,微信,自提
U04390,O239278,2022-05-24,10.0,微信,同城配送
U04391,O618326,2022-01-27,23.827327408356034,花呗,自提
U04391,O771834,2022-02-03,75.36727468881526,微信,同城配送
U04391,O504775,2022-03-11,26.120286238090763,支付宝,同城配送
U04391,O250989,2022-03-23,66.61880185173513,花呗,自提
U04391,O849810,2022-04-27,95.51485474548453,花呗,同城配送
U04391,O929921,2022-05-23,85.91561991312848,银行卡,同城配送
U04391,O297283,2022-05-31,85.39784572747608,微信,快递
U04391,O273702,2022-07-18,30.892598469408142,银行卡,同城配送
U04391,O148378,2022-09-03,393.2293509140753,花呗,同城配送
U04392,O106128,2022-02-01,188.70172562977072,银行卡,快递
U04392,O518320,2022-03-09,443.2011625306158,花呗,同城配送
U04392,O725715,2022-04-10,141.95316406145798,银行卡,自提
U04392,O120390,2022-04-21,131.97753720002225,银行卡,快递
U04392,O210576,2022-05-17,165.82702666023334,银行卡,快递
U04392,O442291,2022-06-18,215.08987829594085,花呗,自提
U04392,O231739,2022-08-15,101.3115049271957,支付宝,快递
U04393,O975527,2022-02-24,40.224112376193894,花呗,自提
U04393,O285378,2022-04-19,408.1340345197977,微信,同城配送
U04393,O973441,2022-06-07,255.26671023051384,花呗,快递
U04393,O906426,2022-08-01,46.498844953022136,银行卡,自提
U04394,O815363,2022-01-22,58.1498976292912,微信,快递
U04394,O809183,2022-02-07,165.4745290328961,花呗,自提
U04394,O819085,2022-03-11,109.6655969308868,花呗,快递
U04394,O567051,2022-04-13,175.84947388979936,花呗,快递
U04394,O669040,2022-04-22,169.29478591764772,微信,快递
U04394,O396979,2022-05-29,76.07659270640268,微信,自提
U04394,O603269,2022-06-14,15.120929314813319,支付宝,自提
U04395,O677965,2022-01-23,71.37546115966764,支付宝,同城配送
U04395,O892121,2022-03-06,47.216654242373245,银行卡,同城配送
U04395,O348484,2022-03-22,27.112444121951782,花呗,自提
U04396,O191642,2022-02-02,55.70305631596126,花呗,快递
U04396,O513639,2022-02-13,21.207872722562264,微信,同城配送
U04396,O756051,2022-03-09,76.36290045931266,银行卡,快递
U04396,O789763,2022-03-21,133.44290163725026,支付宝,自提
U04396,O185873,2022-04-01,72.33386642074655,银行卡,自提
U04396,O332600,2022-05-13,90.81607110813937,微信,快递
U04396,O748606,2022-07-11,269.1352324457757,花呗,自提
U04396,O531840,2022-07-26,39.707361459767355,银行卡,快递
U04396,O392263,2022-09-22,23.31098177074907,支付宝,自提
U04397,O667468,2022-01-12,187.7760780383338,支付宝,同城配送
U04397,O189558,2022-01-25,211.1247938743931,微信,自提
U04397,O488712,2022-01-26,14.88883451396503,微信,自提
U04398,O424773,2022-01-12,105.59058828749315,银行卡,快递
U04398,O323371,2022-01-21,538.2425574474172,银行卡,同城配送
U04398,O984206,2022-03-15,120.5334060123714,银行卡,自提
U04398,O716789,2022-05-09,54.004154652587815,支付宝,自提
U04399,O113442,2022-02-22,35.42763934613049,微信,快递
U04399,O642134,2022-02-25,21.367480791398624,银行卡,同城配送
U04399,O972738,2022-02-26,133.7357231653484,花呗,自提
U04399,O540651,2022-03-06,10.0,银行卡,同城配送
U04399,O923278,2022-03-16,285.93794500129417,微信,同城配送
U04399,O632287,2022-04-14,10.0,银行卡,同城配送
U04399,O243718,2022-05-07,114.28377715610198,支付宝,同城配送
U04400,O273746,2022-02-04,30.555074703287723,银行卡,同城配送
U04400,O604169,2022-03-24,19.31132515433231,银行卡,同城配送
U04400,O932282,2022-05-03,182.82789651952308,支付宝,快递
U04400,O335006,2022-06-12,23.91060061531236,花呗,快递
U04400,O784025,2022-07-07,44.97298184238455,支付宝,自提
U04400,O725106,2022-08-04,14.53516015145459,银行卡,同城配送
U04401,O444960,2022-01-17,25.25881160281107,微信,快递
U04401,O898344,2022-02-04,88.9367911367032,银行卡,同城配送
U04401,O975639,2022-03-28,35.59146075998602,微信,自提
U04401,O647513,2022-04-24,12.869464955735348,银行卡,快递
U04401,O114477,2022-05-13,229.1022678584789,微信,自提
U04402,O596936,2022-01-12,21.735240205045713,银行卡,自提
U04402,O831306,2022-03-10,14.831264559329577,微信,同城配送
U04402,O739892,2022-04-19,51.201236756699124,微信,快递
U04402,O136850,2022-05-12,24.309406564401282,微信,快递
U04403,O891128,2022-01-14,10.027287440680059,微信,自提
U04403,O819743,2022-01-21,22.369288317507007,支付宝,同城配送
U04403,O295982,2022-03-14,160.05883203787133,微信,同城配送
U04403,O465114,2022-03-21,151.41659710684755,银行卡,同城配送
U04403,O510239,2022-04-26,175.7828875964954,银行卡,快递
U04403,O722700,2022-05-18,195.88191472499122,微信,同城配送
U04404,O836258,2022-01-22,88.56130852748726,支付宝,同城配送
U04404,O787158,2022-02-14,11.615023273869022,花呗,快递
U04404,O876030,2022-02-28,88.86487245814234,花呗,同城配送
U04404,O988105,2022-04-11,26.49829567330134,微信,自提
U04404,O741329,2022-05-26,102.08911791671875,支付宝,快递
U04404,O198877,2022-07-20,123.07149279869934,微信,自提
U04405,O532788,2022-01-18,85.30688713659151,微信,同城配送
U04405,O268951,2022-01-24,502.4740238031554,微信,同城配送
U04405,O803452,2022-02-13,71.44267374584304,花呗,同城配送
U04405,O465741,2022-04-07,119.29087215858398,支付宝,自提
U04406,O362880,2022-02-10,51.4431056551681,花呗,同城配送
U04406,O163981,2022-03-20,14.810317740433176,花呗,同城配送
U04406,O666944,2022-05-04,118.43949108765344,支付宝,自提
U04406,O751881,2022-05-06,66.24887502608948,银行卡,自提
U04406,O576572,2022-05-23,245.73709177929155,支付宝,同城配送
U04406,O490613,2022-06-10,319.84907227184226,微信,快递
U04406,O831666,2022-06-15,74.46294046111203,微信,快递
U04406,O121307,2022-06-29,19.71344933746849,花呗,同城配送
U04406,O925021,2022-07-11,114.67753753120411,银行卡,同城配送
U04407,O436000,2022-02-14,20.26704495627497,微信,同城配送
U04407,O697008,2022-03-20,241.1338298125914,微信,自提
U04407,O140342,2022-04-16,10.0,微信,同城配送
U04408,O416927,2022-02-01,10.262231917444197,支付宝,快递
U04408,O485175,2022-02-04,66.55918640820867,银行卡,自提
U04408,O188082,2022-02-27,105.65807334473143,花呗,快递
U04408,O390933,2022-03-09,74.8726960150319,银行卡,快递
U04408,O433950,2022-03-20,337.644638004254,微信,快递
U04408,O507262,2022-04-21,190.5646020042635,微信,同城配送
U04409,O262131,2022-02-25,38.04595372346127,银行卡,快递
U04409,O312163,2022-04-02,170.86914856426284,花呗,快递
U04409,O229418,2022-05-23,108.21583456835563,支付宝,自提
U04409,O779614,2022-07-06,20.937116684246057,支付宝,自提
U04409,O105756,2022-08-13,58.603876505084045,微信,自提
U04410,O546686,2022-01-13,69.20769752494678,微信,快递
U04410,O817169,2022-01-16,60.2070193943121,银行卡,快递
U04410,O237502,2022-03-12,29.400796885566866,花呗,快递
U04410,O953885,2022-03-24,88.82924917674308,银行卡,自提
U04410,O675602,2022-05-11,21.177462641657446,花呗,同城配送
U04410,O927681,2022-06-08,58.16669783300815,银行卡,自提
U04410,O266262,2022-07-07,33.77509300457425,微信,快递
U04411,O159638,2022-01-03,215.98523785545132,花呗,快递
U04411,O932494,2022-03-03,67.84158693197625,微信,自提
U04411,O729252,2022-03-26,21.4218027551157,花呗,自提
U04412,O143768,2022-01-22,23.556233048730828,支付宝,快递
U04412,O341563,2022-03-13,65.73235953648667,花呗,同城配送
U04412,O239212,2022-03-22,12.587598221621263,银行卡,快递
U04412,O674268,2022-05-14,68.1487868143212,支付宝,同城配送
U04412,O410481,2022-06-08,19.156712462732717,微信,快递
U04413,O189044,2022-01-20,212.68391991724116,花呗,快递
U04413,O424640,2022-02-24,12.258600791775383,花呗,自提
U04413,O400890,2022-03-19,116.36238422881989,微信,快递
U04413,O361206,2022-04-05,25.404135103656404,微信,自提
U04414,O150938,2022-02-12,10.0,花呗,快递
U04414,O301758,2022-03-04,202.93426206057393,支付宝,自提
U04414,O195972,2022-05-01,40.30117172010002,支付宝,自提
U04414,O373422,2022-05-28,65.33904595934801,支付宝,快递
U04414,O571430,2022-07-12,49.26963729580991,银行卡,同城配送
U04414,O462939,2022-07-27,16.669449888210504,花呗,同城配送
U04415,O640154,2022-01-02,72.30324734094573,花呗,同城配送
U04415,O273115,2022-02-05,40.009623348253534,花呗,快递
U04415,O366612,2022-04-03,452.00318904937455,花呗,快递
U04415,O564965,2022-04-21,40.94101103928676,支付宝,自提
U04416,O554105,2022-01-26,40.44043955761445,支付宝,自提
U04416,O752263,2022-02-07,54.272480727249835,花呗,同城配送
U04416,O642610,2022-03-28,78.54587074703302,花呗,同城配送
U04416,O925440,2022-04-13,36.196821891208636,花呗,快递
U04416,O996617,2022-04-24,21.71998403086172,微信,自提
U04416,O978848,2022-05-21,14.363273502712872,银行卡,快递
U04417,O496710,2022-02-12,55.572176144999254,花呗,快递
U04417,O635103,2022-02-28,58.74876572420768,支付宝,快递
U04417,O507485,2022-04-09,39.99879483560836,微信,同城配送
U04417,O347628,2022-04-22,95.92252203821619,银行卡,快递
U04417,O299410,2022-06-17,18.203190795989237,支付宝,同城配送
U04417,O185866,2022-06-22,34.891976626860924,花呗,快递
U04417,O783184,2022-08-15,27.8264015875194,花呗,同城配送
U04418,O603174,2022-01-26,26.940186148893837,微信,快递
U04418,O682968,2022-03-17,18.834207177721645,花呗,自提
U04418,O675122,2022-04-24,10.0,支付宝,同城配送
U04418,O842598,2022-06-17,36.064624952706644,支付宝,快递
U04418,O907188,2022-08-05,134.54863375798965,微信,快递
U04418,O183085,2022-09-14,142.57011319901653,花呗,同城配送
U04418,O740802,2022-09-21,10.0,微信,快递
U04419,O352076,2022-01-17,212.42762919083958,微信,自提
U04419,O760556,2022-02-15,10.0,银行卡,同城配送
U04419,O464492,2022-03-21,71.87758520192892,支付宝,快递
U04419,O470087,2022-04-27,24.291551524081527,微信,自提
U04419,O413938,2022-05-30,46.964644236092205,花呗,同城配送
U04420,O409402,2022-01-28,10.0,花呗,同城配送
U04420,O424231,2022-03-23,63.27239441780458,花呗,自提
U04420,O209761,2022-04-07,27.498190324674585,银行卡,自提
U04420,O208704,2022-04-17,44.70720442955214,银行卡,快递
U04420,O791147,2022-05-02,36.833561891030975,银行卡,快递
U04420,O791549,2022-06-09,89.59239208099957,花呗,快递
U04420,O780704,2022-06-17,136.79856808546702,花呗,快递
U04420,O379336,2022-08-03,200.82912124329076,微信,自提
U04420,O356151,2022-09-11,26.922117129282967,银行卡,自提
U04420,O572141,2022-10-16,10.0,支付宝,同城配送
U04421,O302873,2022-02-25,115.5583783256888,微信,快递
U04421,O337909,2022-04-01,36.370382102663534,支付宝,自提
U04421,O203644,2022-05-05,69.73970795857609,银行卡,快递
U04421,O403802,2022-07-03,48.78630987933793,银行卡,自提
U04421,O415836,2022-07-26,10.0,花呗,自提
U04421,O180307,2022-09-20,110.16226412337329,微信,自提
U04422,O296699,2022-02-12,14.095151759385837,银行卡,同城配送
U04422,O603459,2022-04-04,784.6265468405161,支付宝,同城配送
U04422,O115013,2022-05-06,54.485748195272954,支付宝,快递
U04422,O369211,2022-05-26,113.21282920796382,微信,自提
U04422,O111943,2022-06-05,82.45985996039353,银行卡,自提
U04423,O275212,2022-01-05,173.1518241363141,微信,同城配送
U04423,O605198,2022-02-21,62.70725783452763,微信,同城配送
U04423,O457505,2022-04-11,68.28222634348853,微信,快递
U04423,O900600,2022-04-25,120.46602189489549,银行卡,快递
U04423,O599989,2022-05-17,57.79902941916888,银行卡,自提
U04423,O772927,2022-06-05,52.88696840992958,支付宝,自提
U04423,O345789,2022-06-08,18.492650317570508,银行卡,自提
U04424,O156738,2022-01-03,121.69656845510293,银行卡,自提
U04424,O935915,2022-02-02,36.56527164728371,微信,快递
U04424,O861554,2022-03-22,79.69096372200431,支付宝,自提
U04425,O360581,2022-01-07,58.38469641255879,支付宝,自提
U04425,O729463,2022-02-13,99.57328450801054,支付宝,同城配送
U04425,O758449,2022-03-05,112.74972832581146,银行卡,同城配送
U04425,O446081,2022-04-19,224.83164437049754,花呗,快递
U04425,O489843,2022-04-22,38.7885655880358,花呗,自提
U04425,O823138,2022-04-30,76.28880197840539,微信,自提
U04425,O715277,2022-05-09,36.1405693118181,支付宝,自提
U04425,O160326,2022-05-30,52.87020684098781,银行卡,自提
U04425,O183490,2022-06-19,89.52038778859435,花呗,快递
U04426,O601667,2022-01-17,29.28121355814003,微信,快递
U04426,O291711,2022-02-16,29.025918533292323,花呗,快递
U04426,O390806,2022-04-03,44.88439176522564,花呗,快递
U04426,O189326,2022-05-26,110.4079479045355,银行卡,自提
U04426,O352382,2022-07-01,22.890450889142397,微信,自提
U04427,O689931,2022-01-06,31.57412335671125,微信,自提
U04427,O807038,2022-02-02,118.04195436549054,花呗,同城配送
U04427,O188477,2022-03-05,37.51638394911609,支付宝,快递
U04427,O289631,2022-04-14,331.48455599291833,微信,快递
U04428,O709163,2022-02-08,63.01339609914844,花呗,自提
U04428,O538245,2022-03-18,81.58468627732769,花呗,同城配送
U04428,O348502,2022-04-27,57.336727549284994,银行卡,快递
U04428,O878173,2022-06-04,62.242592390102324,花呗,快递
U04429,O240165,2022-01-27,233.8254470587336,支付宝,自提
U04429,O953640,2022-02-02,596.9049271100702,花呗,同城配送
U04429,O221503,2022-04-01,41.57220778451181,微信,同城配送
U04430,O242910,2022-01-17,94.67226505137367,花呗,快递
U04430,O315702,2022-02-04,98.40419688680537,支付宝,快递
U04430,O709490,2022-03-10,78.40794560755008,微信,自提
U04430,O785853,2022-05-02,70.28868642458173,银行卡,同城配送
U04430,O778047,2022-06-23,217.7527422874715,支付宝,快递
U04430,O688697,2022-08-04,19.14236210564248,支付宝,快递
U04431,O106734,2022-02-18,24.047984618852915,银行卡,自提
U04431,O333425,2022-03-14,69.71601926002883,银行卡,同城配送
U04431,O185595,2022-05-04,23.210684475598157,花呗,同城配送
U04431,O476322,2022-06-10,86.50415881834898,银行卡,同城配送
U04431,O780287,2022-07-09,10.0,花呗,快递
U04431,O558112,2022-08-15,153.73808559102025,微信,自提
U04431,O864143,2022-10-10,52.86704501306952,微信,同城配送
U04432,O675794,2022-02-19,199.65798673658617,支付宝,快递
U04432,O279704,2022-04-03,15.704235851526066,微信,快递
U04432,O879621,2022-05-29,16.25099731983472,微信,同城配送
U04432,O838930,2022-07-24,74.66705660153774,支付宝,同城配送
U04432,O581890,2022-08-04,20.786161760496384,支付宝,同城配送
U04432,O550516,2022-08-09,55.99155581327213,支付宝,同城配送
U04432,O500331,2022-09-21,73.14611975792432,银行卡,自提
U04433,O594260,2022-02-16,206.77242686962427,银行卡,自提
U04433,O716090,2022-02-17,1141.0854111952222,花呗,自提
U04433,O909190,2022-02-20,65.53453384707618,银行卡,快递
U04433,O133091,2022-04-13,11.805233226343551,银行卡,同城配送
U04434,O968978,2022-01-06,94.14981036977488,支付宝,快递
U04434,O571627,2022-02-17,10.092623261125668,银行卡,快递
U04434,O775253,2022-04-01,10.0,银行卡,自提
U04434,O542122,2022-05-22,34.61229666128229,银行卡,同城配送
U04434,O499410,2022-06-22,138.38533186174604,花呗,快递
U04434,O217206,2022-07-24,13.430441251135345,花呗,快递
U04434,O803132,2022-09-15,15.455512910355678,银行卡,同城配送
U04435,O419116,2022-02-23,108.72757431143755,微信,自提
U04435,O933890,2022-03-16,405.89755700597834,银行卡,同城配送
U04435,O991402,2022-03-19,70.5409242173515,银行卡,同城配送
U04435,O166040,2022-03-21,450.4884513109686,银行卡,自提
U04435,O218725,2022-04-29,15.413635456525277,花呗,同城配送
U04435,O983584,2022-05-12,2236.7861163940806,花呗,快递
U04435,O463341,2022-06-07,86.2239360139281,支付宝,自提
U04435,O983629,2022-06-22,115.71653721337428,花呗,快递
U04435,O774193,2022-08-01,16.16795695429193,银行卡,同城配送
